Gen	t_n15	t_n16	t_n17	t_n18	t_n19	t_n20	t_n21	t_n22	t_n23	t_n24	t_n25	t_n26	t_n27	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3	lnL
86980	1.4462063	0.8990738	0.8292144	0.6508520	0.4578811	0.3222255	0.9660669	0.3547401	0.2652708	0.2502550	0.0931012	0.0866485	0.2592201	0.0213582	0.0222923	0.1319249	0.1706616	0.3604844	0.3376880	-155964.277
86990	1.4433289	0.8880298	0.8270015	0.6939778	0.4535117	0.2915611	0.9578584	0.3770188	0.2683186	0.2512420	0.0925120	0.0842772	0.2608017	0.0295582	0.0214637	0.1662930	0.3678771	0.4925315	1.0110378	-155973.277
87000	1.4476708	0.8953506	0.8141148	0.6772694	0.4616337	0.3260264	0.9512267	0.3710373	0.2683186	0.2529522	0.0866679	0.0669305	0.2638326	0.0297263	0.0146211	0.1660244	0.2540300	0.3138660	0.4357859	-155954.741
87010	1.4878770	0.8945302	0.8020225	0.6958663	0.4454095	0.3212575	0.9611055	0.3957017	0.2641133	0.2469594	0.0720388	0.0617105	0.2544473	0.0242480	0.0191262	0.1459858	0.1987703	0.3547516	0.3086475	-155952.447
87020	1.5163999	0.9075155	0.8026292	0.7046811	0.4267979	0.2978624	1.0037897	0.3838634	0.2571421	0.2240445	0.0697087	0.0575243	0.2530487	0.0238041	0.0155719	0.1220883	0.1987703	0.2848209	0.3504512	-155961.689
87030	1.5405165	0.9131284	0.8173000	0.7020472	0.3849299	0.2757485	0.9448919	0.3899946	0.2587579	0.2197351	0.0643221	0.0564062	0.2552507	0.0259714	0.0203490	0.1503122	0.1809498	0.3668730	0.3394685	-155956.657
87040	1.5208926	0.8958187	0.8189292	0.6576174	0.3744267	0.2533564	0.9242744	0.3783552	0.2592085	0.2227899	0.0690547	0.0649911	0.2502866	0.0275363	0.0166797	0.1492661	0.2352872	0.3986684	0.5321943	-155955.937
87050	1.5251370	0.9122770	0.8250827	0.7460432	0.3705785	0.2515980	0.9350074	0.3978420	0.2559896	0.2305758	0.0802535	0.0682172	0.2447359	0.0315728	0.0156311	0.1342995	0.3687961	0.2164229	0.3290274	-155972.015
87060	1.5056476	0.8963047	0.8345890	0.6769787	0.3668688	0.2497965	0.9405593	0.3855562	0.2582563	0.2228224	0.0820251	0.0764781	0.2457391	0.0315728	0.0176951	0.1210964	0.2716702	0.2369164	0.5743976	-155967.535
87070	1.5080891	0.9076237	0.8239386	0.7035215	0.3796252	0.2507955	0.9055555	0.3796147	0.2508611	0.2142330	0.0847018	0.0736381	0.2422857	0.0229041	0.0162650	0.1058283	0.2103937	0.2464654	0.2156376	-155966.325
87080	1.4977161	0.9032089	0.7820137	0.7207069	0.4027565	0.2502169	0.8935811	0.3682307	0.2484169	0.2072568	0.0904950	0.0655642	0.2358407	0.0284367	0.0180240	0.1292450	0.3662978	0.2464654	0.6452312	-155963.407
87090	1.5309314	0.9232583	0.8294760	0.7610685	0.4223006	0.2427894	0.8843152	0.3591769	0.2379025	0.2096873	0.0893974	0.0840460	0.2204670	0.0257060	0.0147064	0.1677513	0.2790779	0.2208032	0.4326350	-155963.308
87100	1.5554069	0.9383252	0.8129895	0.7916661	0.4149726	0.2702235	0.8795207	0.3630369	0.2387748	0.2118574	0.0995103	0.0907479	0.2347696	0.0303630	0.0208408	0.1318501	0.3162021	0.3202249	0.3267516	-155970.765
87110	1.5879462	0.8883837	0.7932712	0.7282439	0.4080965	0.2573478	0.9148856	0.3712215	0.2401139	0.2202696	0.0995103	0.0964516	0.2327059	0.0317891	0.0164843	0.1727402	0.4055241	0.2804473	0.6042361	-155949.728
87120	1.5648293	0.8666089	0.7722353	0.6995818	0.4330277	0.2836034	0.8998822	0.3498475	0.2318818	0.2204943	0.0995103	0.0949853	0.2182647	0.0210436	0.0196563	0.1237920	0.2020205	0.3033461	0.2168582	-155960.410
87130	1.5353851	0.8721785	0.7780882	0.7236696	0.4686583	0.2844196	0.8986246	0.3919904	0.2318818	0.2158128	0.0984584	0.0886442	0.2264896	0.0295490	0.0206999	0.1446914	0.3658636	0.2439593	0.5030542	-155958.236
87140	1.4976816	0.8782675	0.7955964	0.7322465	0.4927196	0.3110169	0.8551608	0.3774070	0.2326028	0.2124065	0.0971772	0.0901852	0.2155924	0.0227451	0.0164040	0.1177269	0.1550136	0.1591558	0.2565352	-155957.353
87150	1.5333147	0.9062849	0.8090567	0.7322465	0.4902513	0.3216116	0.8678889	0.3844331	0.2339815	0.2025299	0.0971772	0.0901852	0.2293431	0.0286220	0.0181088	0.1122340	0.2226814	0.2339278	0.2879994	-155945.867
87160	1.5867355	0.9000695	0.8057702	0.7766805	0.5185842	0.3108463	0.8347659	0.4006374	0.2302391	0.2099945	0.0991451	0.0901291	0.2232146	0.0228763	0.0143649	0.1020325	0.2500862	0.3235302	0.2346037	-155957.044
87170	1.5633916	0.9003170	0.7848769	0.8197489	0.5321453	0.3252906	0.8257121	0.3632890	0.2302391	0.2065081	0.0991219	0.0923204	0.2254598	0.0276496	0.0147694	0.1347806	0.2500862	0.1975648	0.3241002	-155957.265
87180	1.5436964	0.8790610	0.7971134	0.8027087	0.5761348	0.3358016	0.7820373	0.3375085	0.2237010	0.2040803	0.0967841	0.0909362	0.2121542	0.0284802	0.0170809	0.1360625	0.3963586	0.1920680	0.2448167	-155963.711
87190	1.5483984	0.8922638	0.7709888	0.8331331	0.6218239	0.3691651	0.7857827	0.3287444	0.2301309	0.2100279	0.0950834	0.0856281	0.2222802	0.0242250	0.0181148	0.1360625	0.1920020	0.3037546	0.3515469	-155953.312
87200	1.5971548	0.9050681	0.7812468	0.8051611	0.5693290	0.4092509	0.8479880	0.3387728	0.2390035	0.2248994	0.0883464	0.0792719	0.2254969	0.0266278	0.0181148	0.1512984	0.2055646	0.2673788	0.4142303	-155966.796
87210	1.6369477	0.8944059	0.7723797	0.8013250	0.6164488	0.3967751	0.8497571	0.3312756	0.2425227	0.2248332	0.0895060	0.0851543	0.2386727	0.0292970	0.0181148	0.1274485	0.3026950	0.3934098	0.2758085	-155964.171
87220	1.6219740	0.9008492	0.7615539	0.7820253	0.6383229	0.4234408	0.8927379	0.3676559	0.2472922	0.2238459	0.0858280	0.0791392	0.2441604	0.0244974	0.0181148	0.1147147	0.2260900	0.2445886	0.1868808	-155966.171
87230	1.6175484	0.8932647	0.7614465	0.7565575	0.6269802	0.4359597	0.8824050	0.3657734	0.2472922	0.2234193	0.0929649	0.0797556	0.2411188	0.0291132	0.0167509	0.1147147	0.2260900	0.2025663	0.3145293	-155965.303
87240	1.6344313	0.9081884	0.7739057	0.7322155	0.6269802	0.4670252	0.9071290	0.3551928	0.2508649	0.2237021	0.0848368	0.0797556	0.2403022	0.0291132	0.0131920	0.1147147	0.2260900	0.3281042	0.2072529	-155961.037
87250	1.6289594	0.9589768	0.7910162	0.8057891	0.6463355	0.4993698	0.9069826	0.3729914	0.2508649	0.2215779	0.0848368	0.0781484	0.2375994	0.0224848	0.0171325	0.1070448	0.3593405	0.3020043	0.2118800	-155954.643
87260	1.5779902	0.9152309	0.7720730	0.8109234	0.6463355	0.5517245	0.9558337	0.3780886	0.2426602	0.2221160	0.0867266	0.0793863	0.2351347	0.0266599	0.0194306	0.1070448	0.3593405	0.3020043	0.2279155	-155960.604
87270	1.5752130	0.9142439	0.7825934	0.7974453	0.6463355	0.5771890	0.9867718	0.3690761	0.2315701	0.2182403	0.0809059	0.0764044	0.2268137	0.0266599	0.0167415	0.1203060	0.1793214	0.3959364	0.2718329	-155956.031
87280	1.5567168	0.9206910	0.7733368	0.8063441	0.6463355	0.5647393	0.9842406	0.3753252	0.2345046	0.2248965	0.0809059	0.0714993	0.2268137	0.0289118	0.0185473	0.1442806	0.2956369	0.2317400	0.5790639	-155968.176
87290	1.5954631	0.9409839	0.7494177	0.8382954	0.6542521	0.5638298	0.9941730	0.3964214	0.2412378	0.2185580	0.0843624	0.0779988	0.2336580	0.0236826	0.0185473	0.1171345	0.2956369	0.2303574	0.2072607	-155962.005
87300	1.6070902	0.9135030	0.7581304	0.8092618	0.6634402	0.5347874	0.9922697	0.4011024	0.2412378	0.2101798	0.0883915	0.0811449	0.2311530	0.0273849	0.0185473	0.0820942	0.1967352	0.1302601	0.2207235	-155971.846
87310	1.6246103	0.8808547	0.7564614	0.7782530	0.6910040	0.5387007	0.9874539	0.3887172	0.2415955	0.2089033	0.0975209	0.0836074	0.2325583	0.0230197	0.0164658	0.1039674	0.1967352	0.2273523	0.1816360	-155956.153
87320	1.6374998	0.9005634	0.7795489	0.7673326	0.6765392	0.5493856	0.9476878	0.3825738	0.2453203	0.2052312	0.0974563	0.0855069	0.2276558	0.0230197	0.0152370	0.0932315	0.2876528	0.1587314	0.1818936	-155949.827
87330	1.6781222	0.9020434	0.8073514	0.7717884	0.6765392	0.5377721	0.9613687	0.3955049	0.2298292	0.2000314	0.0906157	0.0823880	0.2228947	0.0230197	0.0189974	0.1293323	0.1847051	0.1989138	0.1332303	-155965.465
87340	1.6903547	0.9020434	0.8064443	0.7717884	0.6765392	0.5312047	1.0280733	0.3920987	0.2343790	0.2121521	0.0850687	0.0697679	0.2306912	0.0291183	0.0189974	0.1284950	0.1730854	0.2861015	0.2021250	-155956.031
87350	1.6623972	0.9174302	0.7854532	0.7954121	0.6677200	0.5278169	1.0540793	0.3899986	0.2315970	0.2078829	0.0751468	0.0647193	0.2189892	0.0258196	0.0178770	0.1262971	0.2781258	0.3083390	0.2903479	-155949.145
87360	1.6430229	0.9148599	0.7582428	0.8028644	0.6534937	0.5278280	1.0610607	0.3724626	0.2290237	0.2000177	0.0804662	0.0724654	0.2229953	0.0258196	0.0174942	0.0947813	0.1113530	0.1185973	0.3561159	-155958.008
87370	1.6495989	0.9079168	0.7541946	0.8180419	0.6297153	0.5115760	1.0701599	0.3945361	0.2392648	0.2102215	0.0811956	0.0753378	0.2193011	0.0258196	0.0174942	0.0989817	0.2985688	0.1824773	0.2550066	-155947.290
87380	1.6379096	0.8946157	0.7539567	0.8180419	0.6682932	0.4878462	1.1058300	0.3799049	0.2314898	0.2185564	0.0814897	0.0714682	0.2212906	0.0258196	0.0174942	0.1489585	0.1839845	0.1422768	0.2777482	-155951.125
87390	1.6452744	0.8912367	0.7653746	0.8180419	0.6572827	0.4539375	1.1198564	0.3603221	0.2323729	0.2150015	0.0822297	0.0714682	0.2213334	0.0258196	0.0205505	0.1333633	0.2702639	0.2990084	0.2712639	-155954.795
87400	1.6407832	0.8953841	0.7649883	0.7944689	0.6081761	0.4152864	1.1565003	0.3940279	0.2396889	0.2067356	0.0810713	0.0749891	0.2294293	0.0307807	0.0166767	0.1218043	0.3810308	0.1858852	0.2988904	-155956.930
87410	1.6651876	0.9051238	0.7738376	0.7944689	0.5968366	0.4018682	1.1377879	0.3708318	0.2361230	0.2022792	0.0945417	0.0878072	0.2231650	0.0243854	0.0174896	0.1534858	0.2212273	0.3053626	0.3618118	-155955.982
87420	1.6817782	0.8952853	0.7791488	0.7921722	0.6243216	0.4036538	1.1184056	0.3957444	0.2236246	0.2104164	0.1001300	0.0891458	0.2203867	0.0273586	0.0174896	0.1148339	0.2212273	0.3384712	0.1678937	-155946.974
87430	1.6799227	0.8815890	0.7578209	0.7561794	0.6148431	0.3914808	1.1273683	0.3980047	0.2236246	0.2029243	0.0927743	0.0869063	0.2207124	0.0239721	0.0216729	0.1175443	0.1226328	0.3461784	0.1682162	-155955.953
87440	1.6452941	0.8543979	0.7612632	0.7408889	0.6224344	0.3815728	1.0555291	0.3652824	0.2212607	0.2017325	0.0964501	0.0833695	0.2161799	0.0239721	0.0185556	0.1323258	0.1773175	0.1781071	0.1970473	-155958.581
87450	1.6359723	0.8739379	0.7286618	0.7436778	0.6113416	0.3831058	1.0858699	0.3682065	0.2206183	0.1923376	0.0940437	0.0783704	0.2146845	0.0268456	0.0151468	0.1256363	0.2268402	0.2036790	0.1929788	-155970.122
87460	1.6531915	0.8863544	0.7394511	0.7311722	0.6153987	0.3677619	1.0407010	0.3859647	0.2206183	0.1989194	0.0899948	0.0761750	0.2146845	0.0248641	0.0219545	0.1256363	0.1827220	0.2311193	0.2077201	-155960.566
87470	1.6035488	0.8931110	0.7475820	0.8004403	0.6409027	0.3973665	1.0100081	0.4012516	0.2263111	0.2005831	0.0948134	0.0862851	0.2198854	0.0224594	0.0142260	0.1532754	0.2597754	0.2766363	0.3145047	-155971.307
87480	1.5929646	0.8877783	0.7634293	0.7647579	0.6265748	0.4506084	0.9745271	0.3891118	0.2357045	0.2167467	0.0928587	0.0862851	0.2133554	0.0298681	0.0165714	0.1193718	0.2597754	0.2486253	0.3452867	-155961.227
87490	1.5739712	0.9013476	0.7934033	0.7245308	0.6276145	0.4340883	0.9099614	0.3919162	0.2441198	0.2133150	0.1019691	0.0900330	0.2362138	0.0247254	0.0158861	0.1193718	0.2157839	0.2391146	0.1954299	-155953.057
87500	1.5814584	0.9000565	0.8162750	0.7332810	0.6554565	0.4615088	0.9436800	0.3878355	0.2478188	0.2098822	0.1099198	0.0995444	0.2427559	0.0301230	0.0139054	0.1193718	0.4276752	0.2560939	0.3700174	-155950.504
87510	1.5952708	0.8821933	0.8035399	0.7275279	0.6261991	0.4545964	0.9723830	0.3999903	0.2505361	0.2106452	0.1113629	0.1009630	0.2392335	0.0273629	0.0183526	0.1268511	0.2211932	0.2187045	0.3671542	-155965.530
87520	1.6107186	0.8858440	0.7932640	0.7789552	0.6364006	0.4597063	0.9534140	0.3948508	0.2453118	0.2236460	0.1064736	0.0980567	0.2389234	0.0200107	0.0169120	0.1254459	0.1708887	0.1343341	0.5535125	-155961.878
87530	1.5842821	0.8895820	0.8057901	0.7809527	0.6072827	0.4356523	1.0029295	0.4029173	0.2408847	0.2236022	0.1019035	0.0931022	0.2335897	0.0220391	0.0190222	0.1254459	0.3343051	0.2866310	0.2901784	-155965.096
87540	1.5790238	0.9045675	0.8160052	0.7741353	0.6281631	0.4787468	1.0102425	0.3744343	0.2474579	0.2253056	0.1102102	0.0933384	0.2460574	0.0315754	0.0172424	0.1107081	0.3267401	0.2432355	0.2901784	-155967.092
87550	1.5838715	0.9017077	0.8259234	0.7401887	0.6084699	0.4540008	0.9910167	0.4004704	0.2541619	0.2279008	0.1140831	0.1053292	0.2459274	0.0241758	0.0213894	0.1456732	0.1584625	0.3587279	0.3095521	-155956.383
87560	1.5883752	0.9148998	0.8214109	0.8018846	0.5905566	0.4290546	0.9879015	0.3928413	0.2472841	0.2165544	0.1040660	0.0945938	0.2380327	0.0241758	0.0166504	0.1105294	0.1778504	0.1893925	0.3095521	-155952.964
87570	1.5705407	0.9236670	0.8341877	0.7696536	0.6010991	0.4476774	1.0153327	0.4017127	0.2559068	0.2332977	0.1075384	0.0978667	0.2440806	0.0241758	0.0137475	0.1002862	0.2589364	0.2504501	0.2555766	-155966.489
87580	1.5815162	0.9001869	0.8163399	0.8129610	0.6637085	0.4918689	1.0618305	0.3907705	0.2456910	0.2267096	0.1075384	0.0990737	0.2293433	0.0241758	0.0183489	0.1072438	0.1955557	0.2292890	0.2628201	-155967.281
87590	1.5933629	0.8982923	0.8289987	0.7627537	0.6464947	0.4697632	1.0860724	0.3771095	0.2626626	0.2445353	0.1004837	0.0888181	0.2552213	0.0312594	0.0160754	0.1072438	0.1955557	0.2499391	0.2704131	-155961.700
87600	1.6073329	0.9061878	0.8243942	0.7744427	0.6691616	0.4553354	1.1005398	0.3742975	0.2536924	0.2292102	0.0971281	0.0896847	0.2465716	0.0244407	0.0160754	0.1282959	0.2122389	0.1723809	0.2455874	-155958.816
87610	1.5494760	0.8821550	0.8021958	0.7744427	0.6872873	0.4501108	1.0445008	0.3932883	0.2527264	0.2344767	0.1042021	0.0980226	0.2489107	0.0295423	0.0137851	0.0993264	0.4717952	0.1958370	0.3300415	-155952.204
87620	1.5975552	0.9001705	0.8053170	0.7861010	0.6816383	0.4861194	1.0666098	0.3994178	0.2562146	0.2270738	0.1043550	0.0870522	0.2527273	0.0220900	0.0155603	0.1261713	0.1882413	0.2062323	0.2388108	-155958.710
87630	1.5473136	0.9092868	0.7988123	0.8186285	0.6830397	0.4734757	1.0294251	0.3966969	0.2633940	0.2303197	0.0972562	0.0847107	0.2548982	0.0242124	0.0155603	0.1401389	0.1290765	0.1999390	0.3672324	-155963.391
87640	1.5403711	0.9264194	0.8231016	0.7866660	0.6957535	0.5143722	1.0502373	0.3877793	0.2578011	0.2172964	0.0888992	0.0779204	0.2520871	0.0242124	0.0158880	0.1431792	0.2901666	0.1923362	0.3210361	-155959.314
87650	1.5414034	0.9193540	0.8070599	0.7749975	0.6629098	0.5283555	1.0302007	0.3948914	0.2441047	0.2094529	0.0864651	0.0758442	0.2401810	0.0243516	0.0158880	0.1044508	0.3861753	0.2590131	0.3795405	-155959.562
87660	1.5148328	0.8985890	0.7814257	0.7317140	0.6400718	0.4461016	1.0386127	0.3988176	0.2504103	0.2075586	0.0784021	0.0731466	0.2451883	0.0318719	0.0180327	0.1448947	0.5239462	0.3447688	0.2853639	-155952.774
87670	1.5512076	0.8954673	0.7719961	0.7377594	0.6075208	0.4461016	1.0046682	0.3873226	0.2453024	0.2163313	0.0784349	0.0731466	0.2376823	0.0228510	0.0168730	0.1161351	0.2504821	0.1829578	0.2050428	-155959.975
87680	1.5333137	0.9027949	0.7818305	0.7067612	0.6013348	0.4489017	0.9409480	0.3766998	0.2439876	0.2037199	0.0861642	0.0672766	0.2316481	0.0214587	0.0225970	0.1121955	0.1945368	0.6144319	0.2152842	-155962.244
87690	1.5263861	0.8902473	0.7821413	0.7118825	0.6185053	0.4836991	0.9055870	0.3664868	0.2435762	0.2097155	0.0756805	0.0574015	0.2316481	0.0248008	0.0202068	0.0916534	0.2215067	0.3911046	0.3951471	-155958.267
87700	1.5899722	0.9100729	0.8082036	0.7118825	0.6154409	0.4912639	0.9030293	0.3758027	0.2464548	0.2124636	0.0888566	0.0605289	0.2380117	0.0248008	0.0181935	0.1328001	0.2549866	0.2431403	0.3458096	-155955.606
87710	1.5692577	0.9044287	0.7856958	0.7495698	0.6456532	0.4225372	0.9025288	0.3695297	0.2518909	0.2287617	0.0868681	0.0809521	0.2371853	0.0264424	0.0159003	0.1437535	0.2260146	0.2543224	0.3546150	-155962.082
87720	1.6126226	0.9131532	0.7820465	0.7419473	0.5994359	0.4478702	0.9009347	0.3528611	0.2381601	0.2251693	0.0834671	0.0792945	0.2314199	0.0264424	0.0156437	0.1623049	0.2032271	0.3312717	0.5182947	-155968.365
87730	1.6123594	0.9105945	0.7924985	0.7590609	0.5836311	0.4005276	0.8660717	0.3647492	0.2435785	0.2308989	0.0833094	0.0733287	0.2325697	0.0264424	0.0153856	0.1483153	0.1335949	0.2310800	0.3073402	-155956.852
87740	1.6119063	0.8978638	0.7716357	0.7662190	0.6537730	0.4008381	0.8883932	0.3387920	0.2435785	0.2263641	0.0846861	0.0778010	0.2367993	0.0262821	0.0153856	0.1345128	0.2077420	0.1747792	0.3127986	-155961.289
87750	1.5894973	0.9107154	0.7675262	0.7423059	0.6631961	0.3633645	0.8852848	0.3560969	0.2435785	0.2178934	0.0812103	0.0713292	0.2377553	0.0287097	0.0153856	0.1055323	0.1442732	0.1224109	0.2621871	-155970.761
87760	1.6443975	0.9003164	0.7707473	0.7528090	0.6309508	0.3684174	0.8711364	0.3552895	0.2490972	0.2264975	0.0807960	0.0702176	0.2397996	0.0270515	0.0167924	0.1227270	0.2635331	0.1969852	0.2621871	-155955.862
87770	1.6467756	0.8950802	0.7735613	0.7528090	0.6343848	0.3727455	0.8721572	0.4056168	0.2550487	0.2203223	0.0887743	0.0664317	0.2489528	0.0292614	0.0191317	0.1123779	0.2131607	0.3784861	0.2314996	-155961.831
87780	1.6556856	0.9001882	0.7481741	0.7341915	0.6343848	0.3361865	0.8907503	0.3848043	0.2550487	0.2152869	0.0797111	0.0707774	0.2509471	0.0374676	0.0188882	0.1123779	0.3434315	0.2742852	0.2851500	-155959.458
87790	1.7048792	0.9295314	0.7910102	0.7499433	0.6283426	0.3275365	0.9003819	0.3965842	0.2576737	0.2119172	0.0762900	0.0650730	0.2403507	0.0231141	0.0157508	0.0896337	0.2511821	0.1153202	0.2458546	-155966.700
87800	1.6861855	0.9124397	0.7894251	0.7324139	0.6275744	0.3411189	0.9003344	0.3865030	0.2519507	0.2127730	0.0713541	0.0673816	0.2408018	0.0271223	0.0157508	0.1273487	0.3658211	0.1347533	0.3582601	-155962.318
87810	1.6861855	0.8780077	0.7745079	0.6918311	0.5980694	0.3736441	0.9619948	0.3889450	0.2431532	0.2137598	0.0834101	0.0716740	0.2389070	0.0271223	0.0166302	0.1019170	0.4205961	0.3339539	0.2787285	-155949.656
87820	1.6674166	0.9028473	0.7635727	0.6975260	0.6171417	0.3657179	0.9365253	0.3846905	0.2360126	0.2097686	0.0856289	0.0777950	0.2294072	0.0283446	0.0163480	0.1498110	0.1966871	0.2089773	0.2604769	-155961.254
87830	1.6656060	0.8924798	0.7627467	0.6975260	0.6069234	0.3790613	0.9569473	0.3813038	0.2432635	0.2086584	0.0792978	0.0652716	0.2232779	0.0263641	0.0163480	0.1122391	0.1966871	0.1933074	0.3503890	-155966.753
87840	1.6715350	0.8962979	0.7544903	0.6816688	0.6069234	0.4044929	0.9291237	0.3952500	0.2280510	0.2034855	0.0817916	0.0728658	0.2214637	0.0277793	0.0163480	0.1211927	0.1569670	0.1392087	0.1910637	-155967.606
87850	1.7047510	0.8953681	0.7888384	0.6594861	0.5664551	0.3885960	0.9544943	0.3988827	0.2289196	0.1984900	0.0836061	0.0758424	0.2234571	0.0211521	0.0175155	0.1206405	0.2684023	0.1619388	0.3516861	-155959.988
87860	1.6789479	0.9111758	0.8154114	0.6594861	0.5902175	0.3639943	0.9425110	0.4045440	0.2290503	0.1892270	0.0815483	0.0726953	0.2218571	0.0241906	0.0185313	0.1206405	0.1690545	0.2407645	0.1845492	-155951.350
87870	1.6762762	0.8996064	0.8160327	0.6523349	0.5548456	0.3404674	0.9642350	0.4045440	0.2258419	0.2049618	0.0772365	0.0668808	0.2206088	0.0315917	0.0182389	0.1206405	0.3105831	0.2206308	0.2716798	-155956.804
87880	1.6939366	0.9076934	0.8161249	0.6506482	0.5434826	0.3234139	1.0065398	0.3627618	0.2258419	0.1952681	0.0776018	0.0701477	0.2157150	0.0238782	0.0182389	0.1172232	0.1553680	0.2899272	0.2799864	-155963.185
87890	1.6964227	0.9000452	0.7923763	0.6946716	0.5358900	0.3324533	1.0050233	0.3480702	0.2108552	0.1899407	0.0855479	0.0717894	0.2069776	0.0245603	0.0163301	0.1178388	0.1491032	0.2377679	0.2743755	-155959.046
87900	1.6466330	0.8925402	0.7571074	0.6863988	0.5342831	0.3318757	1.0183606	0.3183854	0.2185257	0.1997420	0.0808721	0.0766822	0.2095959	0.0245603	0.0197152	0.1178388	0.2817315	0.4160385	0.3700183	-155955.671
87910	1.6552024	0.9034319	0.7278378	0.6854135	0.5427860	0.3496661	1.0439668	0.3253602	0.2178949	0.2004073	0.0808219	0.0761553	0.2131313	0.0245603	0.0151984	0.1438203	0.1330636	0.2932214	0.2087535	-155954.484
87920	1.6741294	0.8796778	0.7296941	0.7261500	0.5769590	0.3723541	1.0771507	0.3518921	0.2234704	0.2066697	0.0814626	0.0734912	0.2138686	0.0282116	0.0162417	0.1117527	0.3257500	0.2259126	0.2778600	-155952.616
87930	1.6806400	0.9021464	0.7390660	0.7243335	0.5977702	0.3538768	1.0449138	0.3681120	0.2229091	0.2028210	0.0814626	0.0698727	0.2138686	0.0259745	0.0188100	0.1193886	0.1429404	0.1903818	0.2973750	-155959.443
87940	1.6599159	0.8942862	0.7317911	0.7523610	0.5521123	0.3352609	1.0244586	0.3914344	0.2206133	0.2043585	0.0816459	0.0710181	0.2138686	0.0281074	0.0187042	0.1008362	0.2233838	0.1757064	0.2606855	-155954.439
87950	1.6643391	0.8954881	0.7256337	0.6697014	0.5632324	0.3204327	1.0769916	0.3783665	0.2283428	0.2018016	0.0722822	0.0664277	0.2215944	0.0269953	0.0174736	0.1230980	0.2211957	0.2710156	0.2684327	-155966.352
87960	1.6444032	0.8762713	0.7342194	0.6759425	0.5549499	0.3489124	1.0923059	0.3985892	0.2199299	0.1876587	0.0695181	0.0603306	0.2115233	0.0250724	0.0150584	0.1315790	0.1698288	0.2081737	0.1738877	-155962.632
87970	1.6655311	0.8949548	0.7503829	0.7330853	0.5986575	0.3431242	1.1399374	0.3832375	0.2282848	0.1925218	0.0746775	0.0618298	0.2250058	0.0250724	0.0151988	0.1151932	0.1732404	0.1662656	0.2042415	-155968.208
87980	1.6622480	0.9056671	0.7502606	0.7166955	0.5955057	0.3759936	1.1809309	0.3975506	0.2393752	0.1891165	0.0772352	0.0653415	0.2258810	0.0295314	0.0179980	0.1151932	0.1585426	0.3016605	0.2124816	-155964.196
87990	1.6877344	0.8934297	0.7028025	0.7138773	0.5795713	0.3811274	1.1775551	0.3594088	0.2431320	0.1971171	0.0723081	0.0640003	0.2346704	0.0226864	0.0179980	0.1234078	0.1969791	0.1607235	0.2510779	-155960.385
88000	1.6531555	0.9037161	0.6778460	0.7119338	0.5593796	0.3552686	1.1439226	0.3559891	0.2464936	0.2164640	0.0689406	0.0650118	0.2424726	0.0286315	0.0151619	0.1294742	0.4278620	0.2800128	0.2510779	-155960.779
88010	1.6072304	0.8766439	0.6965858	0.6756448	0.5095903	0.3516186	1.1439226	0.3675801	0.2511199	0.2198818	0.0754756	0.0674652	0.2424711	0.0261135	0.0195462	0.1043041	0.2586362	0.2573333	0.2510779	-155968.286
88020	1.6408050	0.8873539	0.7346716	0.6502810	0.4939859	0.3851808	1.1087110	0.4036554	0.2414910	0.2123833	0.0752928	0.0666752	0.2329851	0.0261135	0.0142956	0.1098282	0.2761010	0.2161925	0.1821560	-155950.864
