Gen	t_n8	t_n9	t_n10	t_n11	t_n12	t_n13	mu1	mu2	mu3	sigma2_1	sigma2_2	sigma2_3
1830	0.1876464	0.1302340	0.0735220	0.0711707	0.0256054	0.0615855	0.0133307	0.0231969	0.0231046	0.0508167	0.0211878	0.0025393
1840	0.3875745	0.1366677	0.0986920	0.0669340	0.0505332	0.0662327	0.0099254	0.0215160	0.0236500	0.0186306	0.0846592	0.0013468
1850	0.1352238	0.1279602	0.1276905	0.0681286	0.0505332	0.1082059	0.0093176	0.0212816	0.0240834	0.0122647	0.0388773	0.0020550
1860	0.4604787	0.1588863	0.0731517	0.0632553	0.0178395	0.1082059	0.0094081	0.0200826	0.0278905	0.0266833	0.0110775	0.0170947
1870	0.8487467	0.1505266	0.0827131	0.0809228	0.0615383	0.0403500	0.0103075	0.0259647	0.0312924	0.0125500	0.0162050	0.0142315
1880	0.2438325	0.1242700	0.0846708	0.0724729	0.0615383	0.0225279	0.0105312	0.0259647	0.0306617	0.0051164	0.0156941	0.0143943
1890	0.9788926	0.1233382	0.1095541	0.0618618	0.0087103	0.0551253	0.0092684	0.0275453	0.0346637	0.0575141	0.0121596	0.0061927
1900	0.9788926	0.1523281	0.1126390	0.0772954	0.0212654	0.1331581	0.0109108	0.0281026	0.0417859	0.0044858	0.0039896	0.0101491
1910	0.2036439	0.1563603	0.1022395	0.0670996	0.0071888	0.0163485	0.0111394	0.0268048	0.0411448	0.0218965	0.0038989	0.0087102
1920	0.7451512	0.1265863	0.0725938	0.0616378	0.0546052	0.1203856	0.0129973	0.0268048	0.0438430	0.0317014	0.0100697	0.0149898
1930	1.0028973	0.1468787	0.0867749	0.0615245	0.0046765	0.0059565	0.0138324	0.0278584	0.0435589	0.0088469	0.0074819	0.0094233
1940	1.0028973	0.1558613	0.0874065	0.0702163	0.0111056	0.0122348	0.0133973	0.0278584	0.0435349	0.0028546	0.0059307	0.0064456
1950	1.0028973	0.1311978	0.0824320	0.0724741	0.0290942	0.0655805	0.0130233	0.0249213	0.0438613	0.0012203	0.0099644	0.0294422
1960	0.8569646	0.1311978	0.0828255	0.0723850	0.0256501	0.0338787	0.0130233	0.0249213	0.0458838	0.0015479	0.0050731	0.0142744
1970	0.2181359	0.1546950	0.0884809	0.0599710	0.0251505	0.1210406	0.0127505	0.0249213	0.0480694	0.0071013	0.0072648	0.0080003
1980	0.8948075	0.1548250	0.0891247	0.0602608	0.0380388	0.1141065	0.0127505	0.0249213	0.0480694	0.0077323	0.0126125	0.0017486
1990	0.7096466	0.1209709	0.1099342	0.0605701	0.0009845	0.1141065	0.0133939	0.0245932	0.0564087	0.0077818	0.0163345	0.0138626
2000	0.3672984	0.1352975	0.1091733	0.0765893	0.0358102	0.0074538	0.0137739	0.0229355	0.0512114	0.0229209	0.0061071	0.0269472
2010	0.3109234	0.1610363	0.1525809	0.0691948	0.0203497	0.0817139	0.0134622	0.0229355	0.0498640	0.0291596	0.0367022	0.0107937
2020	0.8380137	0.1359791	0.1258394	0.0641666	0.0131550	0.0618758	0.0130746	0.0235579	0.0540073	0.0255620	0.0087930	0.0164051
2030	0.7926363	0.1199231	0.1024796	0.0791527	0.0464427	0.0135812	0.0120864	0.0228245	0.0574203	0.0066434	0.0154559	0.0071751
2040	0.3851512	0.1320747	0.1153292	0.0607015	0.0464427	0.0461059	0.0123394	0.0238695	0.0613007	0.0159073	0.0207057	0.0088957
2050	0.4087044	0.1542067	0.1026976	0.0685010	0.0338668	0.1165554	0.0123378	0.0203339	0.0676397	0.0240974	0.0382308	0.0213356
2060	0.4173527	0.1399134	0.0809895	0.0712792	0.0487290	0.1255621	0.0106652	0.0197345	0.0651564	0.1163381	0.0135197	0.0189488
2070	0.4152345	0.1547269	0.1040308	0.0681255	0.0124651	0.1255621	0.0091201	0.0192559	0.0748264	0.0409887	0.0217931	0.0430254
2080	0.3297151	0.1490577	0.0748661	0.0661329	0.0051456	0.0040025	0.0105106	0.0204540	0.0641330	0.0269398	0.0176422	0.0469297
2090	0.1590178	0.1356806	0.0744084	0.0695241	0.0484972	0.0673550	0.0117516	0.0218143	0.0772353	0.0929242	0.0064698	0.0930647
2100	0.6476494	0.1471680	0.1041307	0.0711753	0.0489404	0.0277646	0.0111366	0.0209194	0.1045698	0.0746921	0.0147598	0.0251609
2110	0.8627391	0.1359203	0.1090113	0.0786382	0.0489404	0.1065216	0.0096114	0.0221526	0.1114852	0.0746921	0.0735630	0.0113848
2120	0.6670757	0.1375212	0.1190203	0.0694804	0.0397108	0.0641826	0.0119042	0.0257764	0.0978502	0.0793338	0.1223233	0.0986999
2130	0.3464804	0.1593111	0.1492002	0.0717423	0.0176293	0.1132649	0.0098035	0.0285296	0.1261834	0.0311355	0.0819969	0.0273830
2140	0.9803749	0.1581992	0.1480427	0.0741641	0.0455958	0.0743017	0.0097773	0.0307878	0.1230187	0.0236951	0.2455924	0.0305383
2150	0.4460089	0.1368723	0.0973004	0.0738253	0.0603710	0.0785266	0.0096494	0.0362042	0.1422749	0.0192590	0.3620802	0.0410734
2160	0.1823763	0.1228107	0.0854743	0.0736921	0.0603710	0.0785266	0.0094575	0.0490683	0.1763293	0.0424892	0.3364487	0.0538458
2170	0.7649962	0.1221596	0.1104432	0.0659487	0.0090793	0.0785266	0.0091668	0.0414667	0.1705351	0.0453647	0.1620752	0.0397669
2180	0.2573707	0.1474566	0.1105827	0.0684535	0.0251505	0.1209747	0.0075788	0.0351004	0.1840814	0.0867482	0.3981205	0.0288453
2190	0.2009621	0.1485403	0.1017070	0.0713204	0.0587506	0.1209747	0.0078450	0.0297075	0.1657179	0.1345711	0.1537070	0.0229346
2200	0.8533357	0.1599177	0.1556388	0.0610935	0.0587506	0.0256077	0.0060700	0.0294510	0.1418309	0.1715848	0.1649522	0.0229346
2210	0.8466964	0.1395220	0.1052245	0.0798042	0.0383405	0.0742175	0.0060477	0.0277583	0.1524926	0.3964269	0.0580121	0.0101645
2220	0.5127837	0.1447025	0.0867780	0.0720990	0.0321110	0.0171946	0.0056536	0.0296179	0.1758365	0.2417792	0.0960923	0.0613792
2230	0.2370667	0.1578071	0.0715076	0.0689094	0.0539862	0.1530833	0.0057435	0.0401783	0.2155737	0.2102214	0.2433390	0.0953709
2240	0.2959743	0.1578071	0.0865418	0.0762143	0.0511314	0.1530833	0.0064842	0.0546366	0.2026662	0.2114750	0.5904890	0.1408804
2250	0.5919716	0.1446052	0.1145028	0.0745696	0.0511314	0.1384827	0.0067540	0.0450183	0.2138585	0.0160693	0.3285248	0.1169075
2260	0.5789371	0.1404850	0.1149092	0.0739937	0.0511314	0.1384827	0.0063514	0.0397442	0.1861824	0.0036370	0.2149982	0.0518428
2270	0.6082889	0.1188596	0.1063964	0.0662718	0.0482044	0.0444605	0.0062158	0.0345186	0.1802504	0.0034762	0.1047453	0.0518428
2280	0.8889220	0.1298129	0.1185688	0.0780733	0.0136005	0.0912969	0.0062158	0.0433832	0.1676278	0.0041967	0.4547510	0.0855498
2290	0.9518731	0.1269423	0.0972178	0.0736308	0.0028803	0.0477590	0.0059851	0.0454640	0.1576577	0.0307458	1.0675681	0.1866646
2300	0.9518731	0.1281347	0.0919218	0.0666123	0.0047052	0.0240474	0.0056016	0.0396052	0.1568404	0.1336654	1.0675681	0.2184835
2310	0.9518731	0.1574654	0.0756208	0.0637201	0.0197143	0.1537063	0.0059141	0.0364473	0.1435552	0.0558178	1.0675681	0.0652697
2320	0.9892210	0.1321972	0.1021065	0.0599930	0.0136443	0.1028004	0.0049837	0.0308091	0.1810319	0.1244389	0.6124342	0.1282431
2330	0.5459286	0.1342288	0.0938032	0.0614365	0.0315416	0.0366339	0.0057004	0.0322105	0.1855841	0.2362627	0.5322034	0.1282431
2340	0.3982937	0.1258689	0.0707340	0.0634301	0.0166838	0.0982977	0.0071868	0.0397755	0.2094733	0.2473477	0.0488023	0.1715157
2350	0.3537356	0.1558623	0.1377246	0.0741297	0.0418933	0.0869208	0.0072046	0.0410765	0.1980528	0.4572988	0.0450960	0.2494461
2360	0.2412196	0.1220975	0.1126798	0.0796928	0.0158084	0.0143562	0.0090978	0.0552684	0.1801847	0.4572988	0.1314207	0.2494461
2370	0.6727758	0.1383223	0.1094486	0.0668767	0.0308697	0.0807179	0.0112633	0.0465559	0.2060661	0.8953639	0.1611193	0.1179902
2380	0.2067093	0.1488080	0.1466606	0.0660132	0.0324442	0.1085758	0.0103117	0.0569000	0.2145242	0.6408388	0.3805962	0.0500066
2390	0.6249289	0.1534590	0.1150263	0.0809560	0.0800774	0.0601932	0.0085225	0.0681311	0.2199758	0.2094694	0.2480867	0.0229596
2400	0.4135505	0.1260832	0.1074966	0.0809560	0.0091765	0.0917560	0.0072182	0.0595071	0.2129084	0.2300765	0.0526917	0.0663735
2410	0.6888263	0.1339495	0.1021343	0.0742043	0.0208512	0.0917560	0.0085998	0.0465443	0.2541129	0.2300765	0.1951694	0.0294787
2420	0.2940804	0.1445241	0.1001025	0.0673281	0.0011313	0.1250831	0.0085342	0.0505123	0.2493448	0.0620036	0.2067339	0.0520931
2430	0.5976353	0.1494215	0.0887688	0.0755939	0.0272588	0.1238216	0.0064072	0.0418096	0.2527780	0.1128139	0.3840781	0.0614451
2440	0.7048799	0.1599041	0.1562485	0.0794078	0.0674028	0.0562601	0.0100969	0.0508390	0.1926952	0.2503033	0.2241607	0.0337196
2450	0.4703455	0.1331136	0.1299484	0.0658025	0.0001567	0.0556619	0.0107089	0.0687301	0.2025762	0.1389782	0.0484476	0.0713383
2460	0.1441859	0.1384025	0.0772931	0.0597354	0.0195928	0.0174756	0.0094094	0.0667124	0.1846779	0.2733821	0.0619858	0.0353598
2470	0.7524044	0.1436687	0.0980712	0.0707307	0.0139778	0.0852904	0.0073080	0.0715549	0.1936902	0.0724550	0.0845143	0.0478237
2480	0.7548795	0.1498150	0.1168808	0.0651406	0.0170170	0.0501235	0.0091430	0.0653644	0.1918481	0.1013571	0.1277812	0.0347601
2490	0.1362846	0.1316279	0.1091531	0.0735512	0.0426838	0.1227585	0.0095672	0.0764120	0.1782926	0.0756281	0.0764244	0.1522266
2500	0.6342943	0.1539282	0.0668589	0.0631922	0.0097028	0.0215537	0.0070109	0.0887055	0.1965674	0.0370151	0.0626028	0.0130211
2510	0.1520780	0.1520687	0.1353824	0.0631922	0.0539991	0.0481248	0.0073531	0.1173871	0.1870716	0.0134518	0.0275565	0.0051617
2520	0.8121250	0.1463974	0.0822790	0.0694499	0.0174055	0.0208760	0.0082897	0.1051784	0.1715642	0.0165637	0.0057679	0.0013944
2530	0.6774203	0.1315225	0.1186944	0.0781221	0.0332855	0.1013139	0.0091701	0.1051784	0.1996449	0.0109584	0.0027639	0.0035212
2540	0.2816262	0.1453839	0.1337742	0.0736799	0.0203449	0.0934700	0.0097441	0.1051784	0.2019895	0.0258821	0.0168745	0.0026810
2550	0.3140316	0.1416400	0.1147324	0.0791070	0.0577356	0.0174815	0.0099100	0.1129374	0.2003781	0.0167023	0.0510631	0.0415388
2560	0.7964988	0.1299247	0.1189419	0.0732777	0.0577356	0.0123944	0.0087835	0.1534213	0.2221726	0.0241172	0.0352418	0.0140038
2570	0.4793484	0.1239361	0.0998063	0.0689354	0.0181893	0.0294569	0.0092109	0.1856539	0.2169197	0.0130328	0.0122352	0.0205764
2580	0.6347496	0.1451087	0.0698279	0.0658537	0.0395349	0.0890604	0.0086140	0.1922431	0.1986472	0.0011348	0.0099707	0.0162921
2590	0.6347496	0.1538260	0.1146391	0.0699241	0.0261767	0.0007749	0.0082896	0.1927377	0.1968317	0.0052212	0.0086997	0.0380726
2600	0.3749518	0.1388610	0.1154336	0.0807866	0.0498133	0.0679012	0.0101505	0.2023956	0.1989602	0.0117720	0.0024304	0.0397289
2610	0.1901967	0.1350235	0.1080956	0.0761805	0.0280080	0.0510169	0.0086108	0.2023956	0.1878197	0.0089459	0.0032517	0.0060025
2620	0.1965386	0.1455555	0.0972446	0.0708801	0.0433524	0.1303777	0.0100623	0.2023956	0.1966365	0.0174126	0.0021931	0.0052341
2630	0.3146737	0.1304491	0.0921970	0.0677716	0.0433524	0.0101587	0.0111587	0.2023956	0.1933728	0.0676642	0.0029596	0.0097305
2640	0.2668679	0.1245752	0.0979237	0.0665237	0.0386535	0.0707073	0.0119559	0.1954852	0.1812447	0.0069218	0.0107754	0.0138734
2650	0.2759378	0.1482314	0.0977363	0.0656120	0.0035541	0.1119781	0.0124028	0.2078615	0.1842193	0.0056476	0.0082034	0.0100335
2660	0.4714269	0.1372214	0.0766381	0.0750675	0.0043885	0.1119781	0.0122159	0.2078615	0.1631627	0.0114358	0.0069781	0.0240656
2670	0.7803851	0.1258034	0.1145245	0.0750839	0.0452430	0.0191948	0.0107054	0.2207911	0.1665525	0.0330685	0.0089575	0.0119611
2680	0.4530749	0.1415909	0.0963023	0.0691733	0.0500268	0.0589676	0.0105089	0.1996351	0.1552182	0.0486826	0.0060359	0.0167171
2690	0.9152129	0.1374337	0.1114476	0.0640050	0.0098769	0.0034336	0.0094124	0.1527452	0.1427674	0.0182173	0.0237963	0.0154790
2700	0.9152129	0.1215990	0.1165443	0.0747427	0.0523583	0.0821699	0.0090972	0.1290998	0.1251105	0.0053092	0.0129759	0.0074033
2710	0.1625961	0.1332318	0.0973610	0.0768445	0.0456202	0.0276950	0.0090716	0.1433027	0.1349309	0.0109597	0.0118195	0.0410592
2720	0.9127370	0.1281078	0.0879072	0.0640403	0.0333651	0.0251887	0.0083537	0.1433027	0.1459897	0.0030651	0.0071878	0.0207855
2730	0.9127370	0.1343059	0.0958702	0.0664503	0.0114118	0.0176460	0.0080335	0.1487731	0.1358854	0.0232429	0.0041112	0.0564918
2740	0.5661161	0.1534680	0.0978879	0.0753620	0.0296507	0.0864739	0.0094715	0.1569849	0.1250334	0.0117476	0.0071655	0.1155961
2750	0.6406584	0.1214653	0.0800487	0.0792968	0.0717591	0.0386708	0.0122793	0.1569849	0.1286860	0.0912194	0.0143737	0.0577194
2760	0.2822005	0.1458424	0.0811177	0.0773100	0.0717591	0.0727027	0.0097075	0.1701917	0.1408963	0.0154699	0.0064848	0.0577194
2770	0.2889483	0.1556531	0.1014986	0.0662280	0.0417843	0.0296244	0.0109538	0.1701917	0.1689562	0.0387532	0.0047361	0.1354471
2780	0.5804301	0.1387955	0.0712676	0.0688383	0.0444143	0.1242178	0.0126847	0.1701917	0.1603081	0.0246626	0.0065010	0.0528919
2790	0.5879546	0.1478780	0.1115566	0.0627650	0.0139590	0.1272065	0.0130485	0.1397097	0.1728946	0.0290191	0.0198407	0.0588083
2800	0.5879546	0.1336617	0.1312414	0.0652808	0.0347397	0.0403238	0.0164920	0.1390994	0.2125025	0.1341399	0.0218954	0.1195603
2810	0.1781794	0.1525807	0.0900909	0.0691898	0.0441790	0.0388149	0.0147813	0.1619303	0.2216196	0.1936484	0.1785045	0.1852852
2820	0.4518276	0.1278230	0.0897811	0.0610079	0.0441790	0.0437323	0.0171382	0.1428912	0.2189014	0.1936484	0.1980446	0.2083247
2830	0.5037584	0.1359038	0.1343599	0.0625323	0.0182270	0.0152333	0.0133155	0.1518566	0.2225048	0.3234714	0.1841376	0.3216288
2840	0.7632824	0.1259978	0.1188942	0.0612898	0.0130405	0.0959202	0.0129302	0.1214044	0.1729160	0.3061344	0.1017587	0.2528551
2850	0.3510147	0.1518907	0.1147186	0.0593142	0.0255081	0.0276363	0.0142073	0.1001265	0.1830036	0.3439034	0.1201147	0.0969902
2860	0.5398928	0.1225809	0.0952849	0.0725229	0.0148197	0.0709691	0.0163343	0.0945987	0.1598147	0.2533647	0.3401826	0.1130052
2870	0.1793166	0.1239127	0.1197047	0.0613212	0.0451997	0.0668435	0.0162269	0.1013977	0.1615948	0.1808473	0.4246289	0.2731079
2880	0.3224562	0.1603855	0.0655234	0.0604436	0.0451997	0.1312782	0.0118104	0.0981435	0.1813846	0.1854130	0.2099571	0.1862338
2890	0.3714736	0.1220878	0.0741998	0.0729303	0.0295780	0.0560928	0.0136879	0.0790452	0.1766007	0.0638843	0.3133268	0.2526284
2900	0.7737213	0.1205801	0.0853525	0.0702205	0.0018727	0.0662955	0.0176520	0.0484106	0.1940607	0.1350449	0.4146263	0.2526284
2910	0.8460967	0.1538813	0.1124641	0.0692584	0.0245622	0.1487604	0.0174926	0.0408360	0.1383956	0.0399284	0.1650907	0.2526284
2920	0.7570774	0.1509394	0.0998441	0.0755148	0.0024783	0.0562996	0.0218783	0.0440584	0.1685248	0.0377480	0.1543649	0.1508670
2930	0.5506486	0.1223634	0.1082731	0.0740243	0.0035212	0.0640887	0.0176274	0.0546339	0.1797295	0.0583559	0.5526758	0.2300135
2940	0.6898926	0.1321045	0.1209887	0.0671498	0.0269237	0.0921258	0.0172370	0.0500319	0.1537733	0.2209940	0.5526758	0.2300135
2950	0.2492917	0.1575659	0.1466363	0.0804609	0.0548504	0.1055069	0.0164721	0.0420557	0.1907002	0.1404624	0.1122334	0.3428497
2960	0.8319565	0.1575659	0.0952990	0.0745092	0.0718429	0.0547213	0.0172400	0.0300932	0.1922390	0.2376576	0.2544294	0.3261272
2970	0.4464509	0.1466016	0.0797733	0.0740772	0.0718429	0.0141780	0.0170734	0.0431673	0.2058845	0.1165369	0.2892292	0.2166050
2980	0.2153798	0.1288517	0.0715407	0.0612051	0.0257618	0.0889220	0.0203339	0.0439146	0.1792244	0.2694386	0.2370378	0.2247000
2990	0.9629069	0.1523895	0.1444943	0.0615572	0.0236871	0.0325482	0.0211936	0.0437902	0.1970762	0.0687500	0.1639180	0.1099313
3000	0.2649576	0.1227122	0.0650092	0.0605724	0.0126139	0.0973797	0.0246088	0.0527370	0.1726021	0.0789488	0.3124466	0.1099313
3010	0.5613409	0.1576784	0.1332608	0.0675894	0.0183440	0.0303482	0.0236785	0.0412659	0.1688991	0.0789488	0.0771291	0.0657536
3020	0.6526108	0.1550220	0.1036155	0.0729401	0.0214529	0.1544297	0.0294842	0.0303868	0.1892851	0.0970129	0.1958389	0.1018317
3030	0.7810517	0.1169458	0.0928341	0.0781910	0.0319481	0.0417284	0.0330383	0.0302648	0.1589130	0.0899105	0.0656477	0.0997164
3040	1.0087262	0.1236510	0.0937350	0.0773578	0.0163562	0.0904704	0.0333303	0.0235979	0.1663110	0.1221814	0.0428801	0.1747849
3050	0.7935853	0.1521367	0.1348727	0.0716846	0.0313038	0.0016515	0.0288089	0.0262262	0.1904567	0.0837744	0.0303907	0.3271817
3060	0.9677044	0.1540749	0.0999653	0.0708610	0.0522794	0.0489326	0.0271247	0.0276330	0.2210497	0.0628770	0.0175318	0.3271817
3070	0.4544719	0.1559934	0.1557849	0.0708610	0.0093740	0.0683511	0.0263488	0.0210907	0.2195784	0.0185276	0.0379452	0.4498804
3080	0.9305524	0.1255406	0.0781185	0.0633305	0.0106752	0.0686977	0.0267193	0.0178795	0.2261047	0.0260144	0.0634544	0.4498804
3090	0.4503936	0.1595051	0.1192373	0.0625020	0.0350002	0.0117911	0.0261761	0.0173813	0.2364736	0.0037445	0.1075296	0.5902413
3100	0.9396406	0.1201627	0.0966906	0.0666583	0.0224932	0.0499854	0.0243098	0.0195665	0.2174117	0.0230488	0.1510088	0.2557134
3110	0.4771971	0.1384385	0.1031607	0.0768728	0.0058780	0.1221424	0.0272501	0.0158333	0.2134864	0.0029730	0.0496257	0.2007017
3120	0.2969554	0.1395644	0.0831601	0.0668804	0.0643055	0.0346186	0.0263167	0.0196828	0.2352046	0.0022768	0.0185544	0.0718240
3130	0.5378749	0.1399727	0.1159893	0.0751945	0.0716048	0.0596586	0.0279986	0.0195293	0.2136104	0.0345899	0.1338212	0.0829378
3140	0.1582997	0.1410963	0.1056640	0.0751945	0.0738889	0.1237559	0.0262828	0.0132838	0.2393466	0.0099604	0.1122889	0.1474322
3150	0.7375991	0.1206326	0.0987075	0.0801640	0.0116046	0.0756624	0.0282061	0.0160117	0.2428224	0.0177131	0.1494754	0.1474322
3160	0.5149666	0.1349012	0.0682590	0.0676738	0.0102139	0.0357743	0.0252621	0.0149307	0.3065132	0.0144417	0.2240379	0.2598983
3170	0.8608873	0.1328874	0.1303718	0.0753294	0.0070092	0.0586099	0.0247258	0.0183441	0.3270316	0.0781129	0.0235172	0.2598983
3180	0.8608873	0.1263217	0.0775544	0.0742969	0.0295028	0.0614811	0.0242434	0.0240919	0.3470609	0.2110411	0.0563464	0.2598983
3190	0.4751318	0.1479322	0.1376835	0.0749537	0.0393435	0.0934149	0.0189201	0.0281608	0.3435978	0.0647243	0.2319158	0.2598983
3200	0.1922348	0.1543678	0.0739563	0.0712064	0.0007956	0.0934149	0.0169335	0.0286775	0.3190442	0.0172881	0.4116904	0.1156338
3210	0.6413553	0.1524978	0.0734128	0.0658210	0.0372600	0.1407171	0.0203466	0.0295146	0.3044270	0.1300533	0.2063091	0.2762511
3220	0.4621070	0.1543508	0.1037952	0.0645339	0.0371748	0.0511144	0.0184605	0.0443070	0.3525998	0.1300533	0.6343220	0.4315081
3230	0.2067144	0.1321350	0.1264086	0.0722093	0.0220701	0.0332976	0.0167949	0.0474954	0.3853436	0.0276197	0.1245893	0.2141706
3240	0.4116402	0.1448188	0.1436725	0.0703545	0.0613878	0.0172203	0.0145200	0.0394094	0.3568296	0.0276599	0.1073952	0.2511918
3250	0.2312058	0.1257042	0.0869834	0.0793866	0.0303487	0.0894776	0.0153347	0.0370994	0.3155137	0.1023900	0.2921361	0.2511918
3260	0.8370007	0.1510898	0.1481294	0.0769913	0.0675877	0.0453795	0.0149510	0.0389350	0.3754490	0.0915834	0.0210993	0.2424262
3270	0.5314664	0.1281895	0.0845102	0.0819763	0.0675877	0.0856907	0.0106358	0.0424279	0.3920444	0.0379009	0.0247636	0.1613463
3280	0.8166107	0.1431575	0.0835927	0.0639734	0.0306663	0.0854491	0.0110857	0.0388544	0.4511590	0.0156568	0.0111297	0.0774637
3290	0.5396180	0.1483165	0.1099992	0.0642295	0.0210564	0.0829165	0.0097969	0.0370094	0.4148389	0.0121011	0.0121763	0.0806930
3300	0.5396180	0.1466362	0.1032093	0.0759804	0.0652284	0.1168456	0.0105774	0.0375693	0.3438738	0.0773584	0.0064296	0.0806930
3310	0.6797791	0.1479653	0.1446962	0.0768630	0.0652284	0.0456741	0.0088231	0.0409647	0.3297937	0.0418019	0.0429463	0.0344700
3320	0.8761205	0.1293766	0.1030877	0.0586860	0.0185313	0.0356093	0.0104699	0.0413926	0.3194276	0.0292286	0.0568343	0.0080483
3330	0.3925611	0.1209215	0.1192756	0.0680053	0.0457237	0.0929913	0.0102042	0.0480295	0.3142553	0.0425957	0.2218365	0.0058043
3340	0.5380140	0.1393602	0.0764997	0.0725703	0.0201122	0.0404192	0.0118153	0.0532604	0.3264967	0.0370439	0.2218365	0.0190925
3350	1.0340645	0.1323510	0.0791764	0.0639176	0.0034168	0.0806163	0.0132418	0.0482720	0.3250659	0.0495546	0.1870040	0.0118628
3360	0.1722625	0.1394830	0.0995573	0.0739933	0.0382693	0.0893632	0.0133392	0.0448252	0.3359758	0.0913563	0.0599059	0.0118628
3370	0.9216254	0.1542049	0.1271264	0.0640830	0.0213278	0.0924944	0.0129334	0.0495666	0.2925774	0.0976193	0.1550798	0.0008849
3380	0.5392436	0.1497046	0.1381690	0.0615725	0.0451540	0.1267516	0.0128236	0.0528406	0.2892921	0.0977478	0.0358347	0.0033719
3390	0.5392436	0.1195981	0.0955273	0.0717639	0.0429725	0.1165997	0.0144472	0.0535984	0.2923450	0.0360954	0.0149885	0.0017299
3400	0.4721041	0.1200041	0.0824166	0.0737273	0.0429725	0.1165997	0.0144325	0.0583185	0.2923450	0.0499543	0.0071514	0.0015957
3410	0.3889388	0.1212212	0.0971701	0.0671626	0.0537841	0.1165997	0.0141391	0.0583456	0.3161658	0.0439170	0.0182325	0.0205502
3420	0.8628947	0.1512728	0.1193738	0.0664095	0.0425640	0.0368723	0.0125978	0.0629818	0.3197887	0.0800782	0.0059459	0.0355964
3430	0.1586317	0.1262722	0.0909369	0.0664398	0.0421781	0.0066492	0.0112889	0.0629818	0.2657805	0.0730731	0.0048451	0.0267635
3440	0.4143551	0.1510559	0.0739596	0.0613774	0.0025079	0.1325876	0.0104231	0.0629818	0.2627094	0.2811495	0.0065978	0.0282321
3450	0.7249029	0.1513053	0.1055800	0.0737739	0.0654048	0.0504532	0.0086436	0.0632639	0.2451329	0.0720713	0.0140909	0.0380545
3460	0.2299686	0.1584250	0.1371283	0.0786527	0.0537898	0.0859352	0.0090085	0.0564871	0.2736835	0.0445873	0.0089928	0.0756481
3470	0.8947415	0.1320738	0.0774263	0.0754538	0.0609524	0.0859352	0.0086989	0.0588606	0.2772721	0.0381423	0.0333758	0.0280036
3480	0.8859982	0.1567852	0.0922511	0.0668262	0.0283721	0.0859352	0.0071301	0.0560291	0.2699706	0.3285613	0.1133539	0.1061530
3490	0.3790644	0.1339348	0.0845153	0.0772340	0.0433855	0.0457754	0.0068539	0.0725042	0.2362851	0.1200106	0.3376462	0.1328790
3500	0.8441045	0.1481899	0.1133018	0.0631042	0.0049766	0.0912920	0.0083903	0.0413184	0.2474131	0.1639779	0.5296638	0.1328790
3510	0.9456400	0.1568136	0.0879527	0.0608476	0.0282265	0.0261310	0.0088951	0.0335851	0.2485289	0.2304223	0.1755451	0.1328790
3520	0.3702615	0.1275188	0.1273880	0.0671565	0.0060969	0.0845967	0.0125481	0.0409879	0.2257110	0.2342759	0.1267161	0.2103317
3530	0.2436943	0.1394103	0.1038203	0.0718461	0.0181924	0.1011808	0.0122913	0.0304809	0.2408429	0.3650939	0.1208847	0.0926608
3540	0.3077752	0.1278394	0.0785757	0.0648750	0.0549233	0.0812393	0.0106637	0.0262504	0.2461356	0.0917983	0.0969657	0.1478590
3550	0.7979572	0.1348269	0.0946412	0.0666965	0.0277143	0.0596958	0.0134499	0.0281076	0.2193705	0.1166769	0.0483415	0.1701013
3560	0.9129676	0.1376013	0.0972047	0.0604046	0.0203815	0.0074535	0.0116629	0.0230830	0.1932142	0.0511415	0.0837513	0.1564893
3570	0.4954460	0.1540480	0.1442203	0.0816311	0.0680458	0.0379685	0.0122538	0.0269165	0.2211596	0.0142187	0.0315850	0.0656228
3580	0.2047253	0.1538966	0.1150593	0.0688353	0.0543685	0.1307771	0.0145919	0.0262189	0.2175424	0.0400422	0.0327492	0.2034881
3590	0.8550483	0.1439112	0.1227513	0.0667588	0.0543685	0.1174933	0.0146399	0.0244663	0.2644342	0.0675528	0.0118811	0.1029517
3600	0.8546223	0.1306972	0.0803731	0.0677833	0.0198668	0.1174933	0.0129734	0.0228248	0.2453001	0.0538335	0.0111164	0.0205820
